,Antenna Offset from Bow,Antenna Offset from Port,Beam,Builder,Call Sign,Cargo Type,Class Society,COG,Beneficial Owner,Deadweight,Destination,Design Draft,Draft Present Load,ETA,Fishing Number,Flag,Gross Tonnage,Heading,IMO Number,Last Port of Call,Latitude,Length,Longitude,MMSI,Name,Navigation Status,Official Number,Operator,Registered Owner,P And I Club,Port Of Registry,Propulsion Type,Sat Com,Sat Com Ansbk Code,Ship Type,Speed,Status,Sub Status,Subtype,Time of Fix (formatted),Time of Fix (s since 1970),Vessel Type,Year Built,Design Speed,Double Hull,coordinates,index_right,MRGID,GEONAME,MRGID_TER1,POL_TYPE,MRGID_SOV1,TERRITORY1,ISO_TER1,SOVEREIGN1,MRGID_TER2,MRGID_SOV2,TERRITORY2,ISO_TER2,SOVEREIGN2,MRGID_TER3,MRGID_SOV3,TERRITORY3,ISO_TER3,SOVEREIGN3,X_1,Y_1,MRGID_EEZ,AREA_KM2,ISO_SOV1,ISO_SOV2,ISO_SOV3,UN_SOV1,UN_SOV2,UN_SOV3,UN_TER1,UN_TER2,UN_TER3
1140,0.0,0.0,0.0,Herman,YB5562,0-AllShips,,193.9,Indonesia,,,,0.0,0.0,,Indonesia,242.0,193.9,0.0,BENOA,-23.959897,0.0,106.049628,525500840,Bandar Nelayan 271,15-NotDefined,,Bandar Nelayan,  Unknown,Unknown,Semarang,Propeller : Fixed Pitch,,,,4.6,S,In Service/Commission,Fish Carrier,"""2022-11-11T10:00:56.000Z""",1668160856.0,30-Fishing,,0.0,,POINT (106.049628 -23.959897),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,20.0,3.0,7.0,,YB2126,0-AllShips,,57.0,,,,,0.0,0.0,,,,57.0,0.0,BELAWAN,3.855095,24.0,98.765865,525960132,Km Lima Dai 8,15-NotDefined,,,,,,,,,,5.9,,,,"""2022-11-11T14:29:46.000Z""",1668176986.0,7-Cargo,,,,POINT (98.765865 3.855095),263.0,8492.0,Indonesian Exclusive Economic Zone,2127.0,200NM,2127.0,Indonesia,IDN,Indonesia,0.0,0.0,,,,0.0,0.0,,,,117.89096,-3.30391,8492.0,6020917.0,IDN,,,360.0,,,360.0,,
1142,20.0,4.0,9.0,,WDH4233,0-AllShips,,104.3,,,,,0.0,0.0,,,,128.8,0.0,SEWARD,60.08728,26.0,-149.35651,367615570,Bering Beauty,15-NotDefined,,,,,,,,,,0.0,,,,"""2022-09-11T22:02:28.000Z""",1662933748.0,30-Fishing,,,,POINT (-149.35651 60.08728),275.0,8463.0,United States Exclusive Economic Zone (Alaska),8684.0,200NM,2204.0,Alaska,,United States,0.0,0.0,,,,0.0,0.0,,,,-119.9766,59.0117,8463.0,3682912.0,USA,,,840.0,,,,,
1143,83.0,10.0,13.0,,D6DY8,0-AllShips,,0.0,,,Alang,,3.7,12151330.0,,,,0.0,7904774.0,BHAVNAGAR,21.75334,101.0,72.170413,616575000,Blue Ice,2-NotUnderCmd,,,,,,,,,,0.0,,,,"""2021-05-25T15:13:57.000Z""",1621955637.0,7-Cargo,,,,POINT (72.170413 21.75334),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,20.0,8.0,17.0,Cemre Muhendislik - Altinova,LFAL,0-AllShips,,105.4,Norway,3650.0,Sistranda,6.5,0.0,11110500.0,,Norway,3654.0,204.0,9673006.0,KRISTIANSUND,63.735895,85.0,8.83864,257347000,Havtrans,5-Moored,,Norsk Fisketransport AS,NTS ASA,Unknown,Rorvik,Propeller : Controllable Pitch,,,,0.0,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:37:08.000Z""",1668184628.0,9-Other,01/09/2013,0.0,SH,POINT (8.83864 63.735895),272.0,5686.0,Norwegian Exclusive Economic Zone,2252.0,200NM,2252.0,Norway,NOR,Norway,0.0,0.0,,,,0.0,0.0,,,,14.05714,68.18893,5686.0,933027.0,NOR,,,578.0,,,578.0,,
1145,69.0,8.0,14.0,Musel,UAID,0-AllShips,Russian Maritime Register,70.2,Russia,3056.0,Vladivostok,5.36,4.5,11120300.0,,Russia,2618.0,138.0,8216198.0,VLADIVOSTOK,43.07554,92.0,131.890418,273358510,Sierra,0-Underway(Engine),,Ostshipping Co Ltd,Ostshipping Co Ltd,Unknown,Nakhodka                              ,Propeller : Controllable Pitch,,,Other Cargo Ship,0.0,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:34:17.000Z""",1668184457.0,7-Cargo,15/05/1984,10.0,,POINT (131.890418 43.07554),273.0,5690.0,Russian Exclusive economic Zone,2240.0,200NM,2240.0,Russia,RUS,Russia,0.0,0.0,,,,0.0,0.0,,,,93.55011,71.3249,5690.0,7734809.0,RUS,,,643.0,,,643.0,,
1146,0.0,0.0,0.0,,TC7092,0-AllShips,,68.8,,,Tr Gul,,0.0,11051400.0,,,,68.8,8528591.0,GULLUK,40.994857,0.0,28.95126,271041216,Fish Fry 7,15-NotDefined,,,,,,,,,,0.0,,,,"""2022-05-10T04:54:58.000Z""",1652158498.0,1-Reserved,,,,POINT (28.95126 40.994857),173.0,5697.0,Turkish Exclusive Economic Zone,2213.0,200NM,2213.0,Turkey,TUR,Turkey,0.0,0.0,,,,0.0,0.0,,,,33.2206,40.52224,5697.0,262233.0,TUR,,,792.0,,,792.0,,
1147,0.0,0.0,0.0,,YBA4053,0-AllShips,,109.5,,,,,0.0,0.0,,,,109.5,0.0,,-0.928928,0.0,128.374387,525700912,Km.sentosa Xxiv,15-NotDefined,,,,,,,,,,8.5,,,,"""2022-10-22T19:17:36.000Z""",1666466256.0,30-Fishing,,,,POINT (128.374387 -0.928928),263.0,8492.0,Indonesian Exclusive Economic Zone,2127.0,200NM,2127.0,Indonesia,IDN,Indonesia,0.0,0.0,,,,0.0,0.0,,,,117.89096,-3.30391,8492.0,6020917.0,IDN,,,360.0,,,360.0,,
1148,92.0,12.0,18.0,Hollming Oy,C6XJ4,0-AllShips,Lloyd's Register,347.0,Norway,6123.0,Skaw,7.413,6.7,11162000.0,,Bahamas,5084.0,346.0,8804543.0,EUROPA POINT,37.720265,109.0,-9.562308,311011400,Green Cooler,0-Underway(Engine),8001572,GreenSea Chartering BVBA,Green Reefers,Hydor,Nassau                                ,Propeller : Controllable Pitch,,,,11.9,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:34:12.000Z""",1668184452.0,7-Cargo,31/03/1989,16.0,,POINT (-9.562308 37.720265),104.0,5688.0,Portuguese Exclusive Economic Zone,2243.0,200NM,2243.0,Portugal,PRT,Portugal,0.0,0.0,,,,0.0,0.0,,,,-10.92284,38.31921,5688.0,315501.0,PRT,,,620.0,,,620.0,,
1149,71.0,5.0,16.0,,HSB4761,0-AllShips,,206.0,,,Dreammall,,25.5,11071330.0,,,,220.9,7724186.0,PHUKET,22.589928,81.0,120.302683,567476000,Seavic Reefer,5-Moored,,,,,,,,,,0.1,,,,"""2020-02-05T08:03:07.000Z""",1580889787.0,36-Sailing,,,,POINT (120.302683 22.589928),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,73.0,13.0,16.0,Sanuki Shipbuilding & Iron Wks,D7WU,0-AllShips,Korean Register,310.5,South Korea,3621.0,Tyg Kr,6.563,6.8,11151700.0,,"Korea, South",3683.0,313.0,9172442.0,POHNEPI HARBOR,21.806485,97.0,141.369272,441407000,Lake Dream,0-Underway(Engine),JJR-211056,Ji Sung Shipping Co Ltd,Ji Sung Shipping Co Ltd,North of England,Jeju,Propeller : Fixed Pitch,,,,11.0,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:02:54.000Z""",1668182574.0,7-Cargo,27/04/1998,14.5,,POINT (141.369272 21.806485),224.0,8487.0,Japanese Exclusive Economic Zone,2121.0,200NM,2121.0,Japan,JPN,Japan,0.0,0.0,,,,0.0,0.0,,,,138.44863,29.55656,8487.0,4066513.0,JPN,,,392.0,,,392.0,,
1151,21.0,6.0,12.0,Rigas Buvetava,LCLO,0-AllShips,,124.2,Norway,1460.0,Harbour Breton,4.9,4.0,11051800.0,,Norway,1220.0,53.0,9521801.0,ST JOHN'S,47.482547,57.0,-55.801692,259385000,Viktoria Viking,5-Moored,,Intership AS,Intership AS,Unknown,Rorvik,Propeller : Fixed Pitch,,,,0.0,S,In Service/Commission,Fish Carrier,"""2022-11-11T11:33:19.000Z""",1668166399.0,9-Other,03/03/2009,14.0,SH,POINT (-55.801692 47.482547),137.0,8493.0,Canadian Exclusive Economic Zone,2169.0,200NM,2169.0,Canada,CAN,Canada,0.0,0.0,,,,0.0,0.0,,,,-89.94201,68.58777,8493.0,5740544.0,CAN,,,124.0,,,124.0,,
1152,74.0,14.0,14.0,Kurinoura Dockyard Co Ltd,3EYX6,0-AllShips,Nippon Kaiji Kyokai,11.0,Japan,2920.0,Jp.mkk,5.229,5.3,11031300.0,,Panama,2781.0,113.0,9186936.0,MOJI KO,31.2632,96.0,130.290533,355168000,Shin Izu,5-Moored,49808PEXT,Toei Reefer Line Ltd,Kyoei Kaiun Kaisha Ltd,Japan P&I Club,Panama,Propeller : Fixed Pitch,,,,0.0,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:39:50.000Z""",1668184790.0,7-Cargo,27/02/1998,14.0,,POINT (130.290533 31.2632),224.0,8487.0,Japanese Exclusive Economic Zone,2121.0,200NM,2121.0,Japan,JPN,Japan,0.0,0.0,,,,0.0,0.0,,,,138.44863,29.55656,8487.0,4066513.0,JPN,,,392.0,,,392.0,,
1153,35.0,3.0,8.0,Watanabe Nagasaki,JD3109,0-AllShips,,299.9,Japan,,,3.52,0.0,0.0,,Japan,235.0,247.9,0.0,KARATSU,33.360768,51.0,129.435435,431001964,Genpukumaru No.38,15-NotDefined,141317,Toyo Gyogyo KK-Tokyo,Toyo Gyogyo KK-Tokyo,Unknown,"Hirado, Nagasaki","Propeller : Yes, Type Unknown",,,,0.0,S,In Service/Commission,Fishing Vessel,"""2022-11-11T16:08:19.000Z""",1668182899.0,37-Pleasure,01/08/2010,0.0,SH,POINT (129.435435 33.360768),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,,,,,,,,220.0,,,,,,,,,,177.0,,,-87.464577,,2.959653,636014163,,4-ConstrainedByDraft,,,,,,,,,,0.9,,,,"""2021-09-09T00:39:18.000Z""",1631147958.0,,,,,POINT (2.959653 -87.464577),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,97.0,10.0,18.0,Taihei Akitsu,UBFG2,0-AllShips,Russian Maritime Register,84.2,Russia,6544.0,Bering Sea,7.317,5.2,11011700.0,,Russia,4936.0,88.0,8609163.0,VLADIVOSTOK,59.101475,125.0,164.00304,273349530,Petr Rikord,1-AtAnchor,,Mercury Co Ltd,  Unknown,Unknown,Korsakov,Propeller : Fixed Pitch,,,,0.4,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T14:57:42.000Z""",1668178662.0,7-Cargo,01/07/1986,17.0,,POINT (164.00304 59.101475),273.0,5690.0,Russian Exclusive economic Zone,2240.0,200NM,2240.0,Russia,RUS,Russia,0.0,0.0,,,,0.0,0.0,,,,93.55011,71.3249,5690.0,7734809.0,RUS,,,643.0,,,643.0,,
1156,22.0,8.0,17.0,Selah Korfez Gemi Insa,LDZR,0-AllShips,Det Norske Veritas,224.0,Norway,4500.0,Tlf +4746527093,6.85,6.5,3211234.0,,Norway,4036.0,223.0,9793650.0,KRISTIANSUND,63.9548,85.0,9.655875,257075000,Gaasoe Jarl,0-Underway(Engine),,Froy Rederi AS,Gaso Naeringsutvikling AS,Gard,Trondheim,Propeller : Controllable Pitch,,,,10.1,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:36:25.000Z""",1668184585.0,7-Cargo,09/10/2016,13.0,SH,POINT (9.655875 63.9548),272.0,5686.0,Norwegian Exclusive Economic Zone,2252.0,200NM,2252.0,Norway,NOR,Norway,0.0,0.0,,,,0.0,0.0,,,,14.05714,68.18893,5686.0,933027.0,NOR,,,578.0,,,578.0,,
1157,0.0,0.0,0.0,,YBA4054,0-AllShips,,23.1,,,,,0.0,0.0,,,,23.1,0.0,AMBON,-6.02248,0.0,106.865432,525600727,Sembilan Timur Jaya,15-NotDefined,,,,,,,,,,6.4,,,,"""2022-09-07T12:53:29.000Z""",1662555209.0,30-Fishing,,,,POINT (106.865432 -6.02248),263.0,8492.0,Indonesian Exclusive Economic Zone,2127.0,200NM,2127.0,Indonesia,IDN,Indonesia,0.0,0.0,,,,0.0,0.0,,,,117.89096,-3.30391,8492.0,6020917.0,IDN,,,360.0,,,360.0,,
1158,118.0,8.0,22.0,Iwagi Zosen Co Ltd,C6EQ7,9-NoInfo,Registro Italiano Navale,264.5,Sweden,10114.0,Ma Aga,8.7,6.5,11161300.0,,Bahamas,9859.0,263.0,9181144.0,SANKT-PETERBURG,57.830028,150.0,9.912963,311000973,Baltic Heather,0-Underway(Engine),,Cool Carriers AB,  Unknown,Ingosstrakh Insurance,Nassau,Propeller : Fixed Pitch,,,,14.0,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:38:31.000Z""",1668184711.0,7-Cargo,11/03/1998,17.5,,POINT (9.912963 57.830028),218.0,5674.0,Danish Exclusive Economic Zone,2157.0,200NM,2157.0,Denmark,DNK,Denmark,0.0,0.0,,,,0.0,0.0,,,,9.24983,56.14213,5674.0,105021.0,DNK,,,208.0,,,208.0,,
1159,198.0,13.0,32.0,,DUHV,0-AllShips,,-1.0,,,,,0.0,0.0,,,,-1.0,9855604.0,,32.11558,229.0,119.89932,548541000,Vincent Talisman,15-NotDefined,,,,,,,,,,0.0,,,,"""2020-03-17T08:36:51.000Z""",1584434211.0,7-Cargo,,,,POINT (119.89932 32.11558),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,0.0,0.0,0.0,Taihei Akitsu,H3AI,0-AllShips,CR Classification Society,21.7,Taiwan,4166.0,Rabaul,7.116,6.2,10291500.0,,Panama,3513.0,205.0,7927453.0,RABAUL,-4.214293,0.0,152.164967,351822000,Tai Fu No.3,1-AtAnchor,48850PEXT,Sun Victory Shipping SA,  Unknown,Unknown,Panama,Propeller : Fixed Pitch,,,,0.0,T,To Be Broken Up,Refrigerated Cargo Ship,"""2022-11-11T15:18:22.000Z""",1668179902.0,1-Reserved,17/02/1980,15.1,,POINT (152.164967 -4.214293),259.0,8324.0,Papua New Guinean Exclusive Economic Zone,2237.0,200NM,2237.0,Papua New Guinea,PNG,Papua New Guinea,0.0,0.0,,,,0.0,0.0,,,,150.71774,-5.46159,8324.0,2399638.0,PNG,,,598.0,,,598.0,,
1161,100.0,9.0,20.0,Ningbo Zhenhe Shipbuilding,BZW6L,0-AllShips,,200.9,China,,Oman,,7.0,10120500.0,GH-0015,"China, People's Republic Of",4732.0,137.0,9829435.0,KEPPEL - (EAST SINGAPORE),20.25185,110.0,63.080803,412421078,Zhong Ju Leng1,0-Underway(Engine),3.309E+15,Zhoushan Zhongju Ocean,Zhoushan Zhongju Ocean,Unknown,"Zhoushan, Zhejiang",Propeller : Fixed Pitch,,,,0.6,S,In Service/Commission,Fishing Vessel,"""2022-11-11T15:10:27.000Z""",1668179427.0,38-Reserved,,0.0,SH,POINT (63.080803 20.25185),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,23.0,6.0,12.0,Rigas Buvetava,LALB,0-AllShips,,275.5,Norway,1460.0,Gbswy-fishfarm-gbswy,4.9,5.2,11071830.0,,Norway,1276.0,222.0,9421881.0,LERWICK,60.133715,57.0,-1.273508,258571000,Ronja Superior,5-Moored,,Solvtrans Rederi AS,Solvtrans Rederi AS,Gard,Aalesund,Propeller : Controllable Pitch,425857115.0,,,0.0,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:37:40.000Z""",1668184660.0,7-Cargo,03/07/2007,14.0,SH,POINT (-1.273508 60.133715),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,100.0,9.0,18.0,Braila Santierul Naval,3EAH4,0-AllShips,Bureau Veritas,7.9,Turkey,9169.0,Il Hfa,8.102,7.0,10291900.0,,Panama,6065.0,116.0,8914312.0,HAIFA,32.825243,131.0,34.994068,357925000,Mehmet Aga,5-Moored,4660315A,Unimarin Denizcilik,  Unknown,Standard Club,Panama,Propeller : Controllable Pitch,,,Other Cargo Ship,0.0,S,In Service/Commission,General Cargo Ship,"""2022-11-11T16:32:54.000Z""",1668184374.0,7-Cargo,01/11/1987,13.0,,POINT (34.994068 32.825243),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,20.0,5.0,10.0,Next Generation Shipyards,PCOD,9-NoInfo,Bureau Veritas,116.8,Netherlands,57.0,Lauwersoog,2.11,2.1,9042358.0,,Netherlands,244.0,73.0,9929405.0,ESBJERG,53.409132,27.0,6.208688,244915000,Cos Master,0-Underway(Engine),,COS Master Vof,Coastwise Offshore Services BV,Unknown,Lauwersoog,Propeller : Controllable Pitch,,,,0.0,S,In Service/Commission,Platform Supply Ship,"""2022-11-11T16:30:22.000Z""",1668184222.0,4-HSC,29/10/2021,25.0,,POINT (6.208688 53.409132),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,22.0,4.0,4.0,,YEB5200,0-AllShips,,131.1,,,,,0.0,0.0,,,,131.1,0.0,BENOA,-8.781998,33.0,115.269185,525500933,Bandar Nelayan 2008,15-NotDefined,,,,,,,,,,7.6,,,,"""2022-11-06T03:12:55.000Z""",1667704375.0,30-Fishing,,,,POINT (115.269185 -8.781998),263.0,8492.0,Indonesian Exclusive Economic Zone,2127.0,200NM,2127.0,Indonesia,IDN,Indonesia,0.0,0.0,,,,0.0,0.0,,,,117.89096,-3.30391,8492.0,6020917.0,IDN,,,360.0,,,360.0,,
1166,85.0,7.0,18.0,Solisnor,UBIW8,9-NoInfo,Russian Maritime Register,23.2,Russia,6112.0,Kor Bus,7.4,7.2,11011400.0,,Russia,5084.0,146.0,8819287.0,PUSAN,35.066498,109.0,129.008667,273295560,Alaid,5-Moored,,Ussuri Import LLC,  Unknown,Unknown,Vladivostok,Propeller : Fixed Pitch,,,,0.0,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:34:20.000Z""",1668184460.0,7-Cargo,09/06/1990,16.0,,POINT (129.008667 35.066498),240.0,8327.0,South Korean Exclusive Economic Zone,8600.0,200NM,8600.0,South Korea,KOR,South Korea,0.0,0.0,,,,0.0,0.0,,,,127.57712,35.74071,8327.0,347671.0,KOR,,,410.0,,,410.0,,
1167,117.0,15.0,22.0,Shikoku Dockyard,C6OU9,9-NoInfo,Registro Italiano Navale,63.0,Sweden,10713.0,Ru Led,9.067,8.1,11220600.0,,Bahamas,10412.0,64.0,9008732.0,PUERTO BOLIVAR,29.0626,150.0,-48.320717,309841000,Baltic Pearl,0-Underway(Engine),729630,Cool Carriers AB,  Unknown,Thomas Miller Specialty,Nassau                                ,Propeller : Fixed Pitch,1307664.0,DAWN,,15.9,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:17:38.000Z""",1668183458.0,7-Cargo,11/08/1991,20.7,,POINT (-48.320717 29.0626),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,55.0,9.0,14.0,Huanghai Shipbuilding Co Ltd,BBIS8,0-AllShips,,270.1,China,,0,,5.0,2000000.0,GH-0484,"China, People's Republic Of",1497.0,270.1,9819521.0,KEPPEL - (EAST SINGAPORE),5.997077,88.0,95.23462,412331211,Lurongyuanyuyun 777,15-NotDefined,3.71082E+15,Rongcheng Xinrun Aquatic,  Unknown,Unknown,"Shidao, Shandong","Propeller : Yes, Type Unknown",,,,11.6,S,In Service/Commission,Fishing Vessel,"""2022-10-06T06:52:47.000Z""",1665039167.0,7-Cargo,,0.0,SH,POINT (95.23462 5.997077),263.0,8492.0,Indonesian Exclusive Economic Zone,2127.0,200NM,2127.0,Indonesia,IDN,Indonesia,0.0,0.0,,,,0.0,0.0,,,,117.89096,-3.30391,8492.0,6020917.0,IDN,,,360.0,,,360.0,,
1169,110.0,17.0,20.0,Kyokuyo Shipyard Corp,3FXL7,0-AllShips,Nippon Kaiji Kyokai,101.0,Japan,7275.0,F/ground>>port Louis,7.114,6.4,11241200.0,,Panama,6607.0,98.0,9851581.0,SIMIZU KO,-5.929152,134.0,48.679178,354424000,Yachiyo,2-NotUnderCmd,5022919,Shinko Kaiun Co Ltd,Yamane Sangyo KK,Unknown,Panama,Propeller : Fixed Pitch,,,,3.6,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:37:09.000Z""",1668184629.0,7-Cargo,19/09/2018,16.0,,POINT (48.679178 -5.929152),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,161.0,18.0,32.0,STX Shipbuilding - Jinhae,3EVW4,0-AllShips,Lloyd's Register,242.5,Taiwan,51535.0,San Lorenzo,12.3,6.1,11212300.0,,Panama,30256.0,238.0,9226750.0,LUANDA,-17.563593,190.0,-2.497735,357041000,Obs Venus,0-Underway(Engine),53235PEXT,Shanghai Xin Hai Shipping Co,Franbo Lines Corp,London P&I Club,Panama,Propeller : Fixed Pitch,,,,13.0,S,In Service/Commission,Bulk Carrier,"""2022-11-11T16:29:01.000Z""",1668184141.0,7-Cargo,22/10/2001,14.4,SH,POINT (-2.497735 -17.563593),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,35.0,12.0,24.0,,LYNE,0-AllShips,,103.6,,,Libreville,,12.3,3281008.0,,,,103.6,123456789.0,PORT GENTIL,-0.687737,45.0,8.78219,666000001,Lyne Merveille,15-NotDefined,,,,,,,,,,3.1,,,,"""2022-11-11T16:31:54.000Z""",1668184314.0,7-Cargo,,,,POINT (8.78219 -0.687737),262.0,8476.0,Gabonese Exclusive Economic Zone,2104.0,200NM,2104.0,Gabon,GAB,Gabon,0.0,0.0,,,,0.0,0.0,,,,8.73897,-3.06254,8476.0,201759.0,GAB,,,266.0,,,266.0,,
1172,71.0,8.0,16.0,Rigas Buvetava,LCTO,5-Reserved,Det Norske Veritas,81.6,Norway,5500.0,Ch16,6.8,7.5,3211234.0,,Norway,3893.0,84.0,9632571.0,KRISTIANSUND,63.854172,87.0,8.81955,258027000,Ro Fjell,0-Underway(Engine),,Rostein AS,Rostein AS,Unknown,Molde,Propeller : Controllable Pitch,,,,11.1,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:31:41.000Z""",1668184301.0,9-Other,28/08/2012,12.0,SH,POINT (8.81955 63.854172),272.0,5686.0,Norwegian Exclusive Economic Zone,2252.0,200NM,2252.0,Norway,NOR,Norway,0.0,0.0,,,,0.0,0.0,,,,14.05714,68.18893,5686.0,933027.0,NOR,,,578.0,,,578.0,,
1173,85.0,4.0,16.0,,E5U2282,9-NoInfo,,0.0,,,Walvis  Bay  Off.,,5.1,7221200.0,,,,147.0,8503242.0,TEMA,3.763333,112.0,8.771667,518332000,Tokachi Frost,5-Moored,,,,,,,,,,0.0,,,,"""2021-07-13T04:56:46.000Z""",1626152206.0,7-Cargo,,,,POINT (8.771667 3.763333),257.0,8398.0,Equatorial Guinean Exclusive Economic Zone,2112.0,200NM,2112.0,Equatorial Guinea,GNQ,Equatorial Guinea,0.0,0.0,,,,0.0,0.0,,,,5.43745,-1.37183,8398.0,304133.0,GNQ,,,226.0,,,226.0,,
1174,197.0,21.0,32.0,Jiangsu Newyangzi Shipbuilding,9HA5527,0-AllShips,American Bureau of Shipping,1.5,Malta,82036.0,Jpfky,14.45,14.5,11111600.0,,Malta,44127.0,4.0,9718686.0,VILLANUEVA,34.28122,229.0,134.986912,229587000,Vulcania,0-Underway(Engine),9718686,Berkeley Shipping Ltd,Berkeley Shipping Ltd,Steamship Mutual,Valletta,Propeller : Fixed Pitch,,,,9.9,S,In Service/Commission,Bulk Carrier,"""2022-11-11T16:28:50.000Z""",1668184130.0,7-Cargo,12/04/2015,14.5,DBE,POINT (134.986912 34.28122),224.0,8487.0,Japanese Exclusive Economic Zone,2121.0,200NM,2121.0,Japan,JPN,Japan,0.0,0.0,,,,0.0,0.0,,,,138.44863,29.55656,8487.0,4066513.0,JPN,,,392.0,,,392.0,,
1175,90.0,6.0,16.0,Fukuoka Shipbuilding - Fukuoka,3EYI5,0-AllShips,Nippon Kaiji Kyokai,111.6,China,5470.0,Cualo,7.164,7.2,11010800.0,,Panama,4574.0,107.0,8914221.0,NGHE TINH,18.840488,120.0,106.187273,372210000,Sea Star V,8-Underway(Sailing),4833016,Shandong Zhonglu Fishery Shpg,Shandong Zhonglu Oceanic,Skuld,Panama,Propeller : Fixed Pitch,,,,13.2,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T08:30:49.000Z""",1668155449.0,7-Cargo,12/11/1989,16.0,,POINT (106.187273 18.840488),203.0,8484.0,Vietnamese Exclusive Economic Zone,2200.0,200NM,2200.0,Vietnam,VNM,Vietnam,0.0,0.0,,,,0.0,0.0,,,,108.75813,11.61103,8484.0,750958.0,VNM,,,704.0,,,704.0,,
1176,110.0,16.0,22.0,,ABC,0-AllShips,,295.6,,,,,0.0,2460.0,,,,359.8,6520501.0,TAKORADI,-34.909205,145.0,-56.128487,375804000,Abcde?,15-NotDefined,,,,,,,,,,0.0,,,,"""2021-04-30T20:34:13.000Z""",1619814853.0,7-Cargo,,,,POINT (-56.128487 -34.909205),14.0,8467.0,Uruguayan Exclusive Economic Zone,2216.0,200NM,2216.0,Uruguay,URY,Uruguay,0.0,0.0,,,,0.0,0.0,,,,-53.32143,-35.78927,8467.0,143092.0,URY,,,858.0,,,858.0,,
1177,75.0,4.0,12.0,,3FCI7,0-AllShips,,0.0,,,Aldrz,,5.0,2202330.0,,,,275.4,8411566.0,TEKIRDAG,40.96495,91.0,27.506585,356134000,Ns Tera,1-AtAnchor,,,,,,,,,,0.0,,,,"""2022-06-22T07:00:39.000Z""",1655881239.0,7-Cargo,,,,POINT (27.506585 40.96495),173.0,5697.0,Turkish Exclusive Economic Zone,2213.0,200NM,2213.0,Turkey,TUR,Turkey,0.0,0.0,,,,0.0,0.0,,,,33.2206,40.52224,5697.0,262233.0,TUR,,,792.0,,,792.0,,
1178,0.0,0.0,0.0,Izutsu,JL5985,0-AllShips,,320.0,Japan,753.0,,4.0,0.0,0.0,,Japan,402.0,224.9,0.0,SAKAIDE KO,34.326945,0.0,133.853247,431501060,Sumihoumaru No.38,15-NotDefined,133013,Sumiho Maru Katsugyo KK,  Unknown,Unknown,"Uwajima, Ehime",Propeller : Fixed Pitch,,,,-1.0,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:25:10.000Z""",1668183910.0,30-Fishing,12/09/1992,0.0,SH,POINT (133.853247 34.326945),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,6.0,4.0,12.0,Basaran,TCA3897,0-AllShips,,0.0,Turkey,236.0,Izmir,2.1,3.5,6180600.0,,Turkey,260.0,0.0,9095943.0,VALLETTA HARBORS,38.459203,36.0,26.47495,271044372,Akua Group2,1-AtAnchor,,Akua Group Su Urunleri AS,Akua Group Su Urunleri AS,Unknown,Izmir,"Propeller : Yes, Type Unknown",,,,0.0,S,In Service/Commission,Fish Carrier,"""2022-06-22T14:08:00.000Z""",1655906880.0,30-Fishing,19/09/2005,0.0,SH,POINT (26.47495 38.459203),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
