,Antenna Offset from Bow,Antenna Offset from Port,Beam,Builder,Call Sign,Cargo Type,Class Society,COG,Beneficial Owner,Deadweight,Destination,Design Draft,Draft Present Load,ETA,Fishing Number,Flag,Gross Tonnage,Heading,IMO Number,Last Port of Call,Latitude,Length,Longitude,MMSI,Name,Navigation Status,Official Number,Operator,Registered Owner,P And I Club,Port Of Registry,Propulsion Type,Sat Com,Sat Com Ansbk Code,Ship Type,Speed,Status,Sub Status,Subtype,Time of Fix (formatted),Time of Fix (s since 1970),Vessel Type,Year Built,Design Speed,Double Hull,coordinates,index_right,MRGID,GEONAME,MRGID_TER1,POL_TYPE,MRGID_SOV1,TERRITORY1,ISO_TER1,SOVEREIGN1,MRGID_TER2,MRGID_SOV2,TERRITORY2,ISO_TER2,SOVEREIGN2,MRGID_TER3,MRGID_SOV3,TERRITORY3,ISO_TER3,SOVEREIGN3,X_1,Y_1,MRGID_EEZ,AREA_KM2,ISO_SOV1,ISO_SOV2,ISO_SOV3,UN_SOV1,UN_SOV2,UN_SOV3,UN_TER1,UN_TER2,UN_TER3
0,61.0,15.0,16.0,Sefine Shipyard Co Inc,LFGH3,5-Reserved,Det Norske Veritas,216.9,Norway,5308.0,Tassal_fish_farm,7.24,7.1,1071900.0,,Norway (Nis),4027.0,206.0,9839337.0,DOVER,-43.41259,82.0,147.129738,257076980,Aqua Spa,0-Underway(Engine),,Solvtrans Rederi AS,  Unknown,Gard,Aalesund                              ,Propeller : Azimuth Elec Dr,,,,0.1,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:32:13.000Z""",1668184333.0,7-Cargo,29/12/2018,11.0,SH,POINT (147.129738 -43.41259),53.0,8323.0,Australian Exclusive Economic Zone,2147.0,200NM,2147.0,Australia,AUS,Australia,0.0,0.0,,,,0.0,0.0,,,,138.08226,-27.36726,8323.0,6871622.0,AUS,,,36.0,,,36.0,,
1,,,,,,,,260.5,,,,,,,,,,260.5,,,-7.25151,,125.916477,525600752,,15-NotDefined,,,,,,,,,,5.3,,,,"""2022-02-17T19:20:33.000Z""",1645125633.0,,,,,POINT (125.916477 -7.25151),263.0,8492.0,Indonesian Exclusive Economic Zone,2127.0,200NM,2127.0,Indonesia,IDN,Indonesia,0.0,0.0,,,,0.0,0.0,,,,117.89096,-3.30391,8492.0,6020917.0,IDN,,,360.0,,,360.0,,
2,71.0,13.0,15.0,Komuny Paryskiej Stocznia,UDVM,0-AllShips,Russian Maritime Register,119.0,Russia,2397.0,Sea Of Okhotsk,5.601,5.6,11070800.0,,Russia,3226.0,121.0,8313879.0,VLADIVOSTOK,59.033167,95.0,145.500383,273442740,Bukhta Nagaeva,1-AtAnchor,,MAG-SEA International,MAG-SEA International,VSK Insurance,Vladivostok,Propeller : Fixed Pitch,,,,9.1,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T14:55:08.000Z""",1668178508.0,7-Cargo,30/04/1984,0.0,SH,POINT (145.500383 59.033167),273.0,5690.0,Russian Exclusive economic Zone,2240.0,200NM,2240.0,Russia,RUS,Russia,0.0,0.0,,,,0.0,0.0,,,,93.55011,71.3249,5690.0,7734809.0,RUS,,,643.0,,,643.0,,
3,14.0,2.0,5.0,,HO6689,0-AllShips,,-1.0,,,,,0.0,0.0,,,,167.1,0.0,LA LIBERTAD,-2.216932,16.0,-80.923053,351219000,Angula,15-NotDefined,,,,,,,,,,0.2,,,,"""2022-07-05T17:52:14.000Z""",1657043534.0,37-Pleasure,,,,POINT (-80.923053 -2.216932),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,110.0,8.0,21.0,Zhejiang Tenglong Shipyard,BZW5N,9-NoInfo,,287.7,China,,1,,0.0,0.0,GH-0861,"China, People's Republic Of",7931.0,287.7,0.0,RADA PUNTA ARENAS,-16.377322,134.0,-84.412897,412421088,Jinzhou,15-NotDefined,3.309E+15,Zhoushan Jinhai Deep-Sea,  Unknown,Unknown,"Zhoushan, Zhejiang",Propeller : Fixed Pitch,,,,10.5,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:01:25.000Z""",1668182485.0,7-Cargo,,0.0,SH,POINT (-84.412897 -16.377322),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10.0,5.0,9.0,Rigas Buvetava,LLQC,0-AllShips,,193.0,Norway,650.0,Las Palmas,4.85,5.0,12111200.0,,Norway,670.0,193.0,9255048.0,ALESUND,42.752477,51.0,-10.639242,258599000,Doennalaks,0-Underway(Engine),,Intership AS,Intership AS,Unknown,Bodo,Propeller : Fixed Pitch,,,,10.8,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:35:56.000Z""",1668184556.0,7-Cargo,10/10/2001,0.0,SH,POINT (-10.639242 42.752477),276.0,5693.0,Spanish Exclusive Economic Zone,2185.0,200NM,2185.0,Spain,ESP,Spain,0.0,0.0,,,,0.0,0.0,,,,-4.15801,41.72201,5693.0,561763.0,ESP,,,724.0,,,724.0,,
6,8.0,5.0,10.0,,,0-AllShips,,100.3,,,,,0.0,0.0,,,,100.3,0.0,JURONG ISLAND,1.208997,24.0,103.839965,525101998,Cahaya Abadi,15-NotDefined,,,,,,,,,,7.1,,,,"""2020-02-28T08:12:50.000Z""",1582877570.0,7-Cargo,,,,POINT (103.839965 1.208997),200.0,8485.0,Singaporean Exclusive Economic Zone,2190.0,200NM,2190.0,Singapore,SGP,Singapore,0.0,0.0,,,,0.0,0.0,,,,103.81835,1.27519,8485.0,714.0,SGP,,,702.0,,,702.0,,
7,13.0,6.0,13.0,Guangzhou Huangpu Shipbuilding,CA4365,0-AllShips,Bureau Veritas,168.9,Chile,1932.0,Valverde1,5.01,5.0,11112200.0,,Chile,1573.0,175.0,9686962.0,PUERTO MONTT,-43.36271,64.0,-73.630108,725001072,Vali,0-Underway(Engine),3350,Detroit Chile SA,Detroit Chile SA,West of England,Valparaiso,Propeller : Fixed Pitch,,,,8.4,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:37:48.000Z""",1668184668.0,4-HSC,30/07/2013,12.0,SH,POINT (-73.630108 -43.36271),10.0,8465.0,Chilean Exclusive Economic Zone,2165.0,200NM,2165.0,Chile,CHL,Chile,0.0,0.0,,,,0.0,0.0,,,,-75.62881,-40.98629,8465.0,2488052.0,CHL,,,152.0,,,152.0,,
8,20.0,9.0,18.0,Sunandar,YB5541,Unknown,,305.1,Indonesia,,,,0.0,0.0,,Indonesia,102.0,305.1,0.0,BENOA,-4.380113,40.0,129.842467,525500990,Mutiara-20,15-NotDefined,15.19.0001.02.46682,Intimas Surya PT,  Unknown,Unknown,Semarang,Propeller : Fixed Pitch,,,,8.5,S,In Service/Commission,Fish Carrier,"""2022-03-02T23:21:29.000Z""",1646263289.0,0-Unknown,,0.0,,POINT (129.842467 -4.380113),263.0,8492.0,Indonesian Exclusive Economic Zone,2127.0,200NM,2127.0,Indonesia,IDN,Indonesia,0.0,0.0,,,,0.0,0.0,,,,117.89096,-3.30391,8492.0,6020917.0,IDN,,,360.0,,,360.0,,
9,93.0,12.0,18.0,61 Kommunara,UBZW7,0-AllShips,Bureau Veritas,352.3,Russia,6620.0,Ruvvo,7.5,7.0,11100900.0,,Russia,6965.0,185.0,9076246.0,VLADIVOSTOK,43.087962,134.0,131.807512,273296490,Frio Poseidon,1-AtAnchor,,Lodia LLC,  Unknown,Unknown,Vladivostok,Propeller : Fixed Pitch,,,,0.0,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:31:58.000Z""",1668184318.0,7-Cargo,1993-08-00,16.5,,POINT (131.807512 43.087962),273.0,5690.0,Russian Exclusive economic Zone,2240.0,200NM,2240.0,Russia,RUS,Russia,0.0,0.0,,,,0.0,0.0,,,,93.55011,71.3249,5690.0,7734809.0,RUS,,,643.0,,,643.0,,
10,117.0,8.0,23.0,Shikoku Dockyard,C6DD4,9-NoInfo,Bureau Veritas,358.3,Netherlands,10545.0,Nl Ijm,9.067,7.6,11040700.0,,Bahamas,10374.0,303.0,9055709.0,VIGO,52.46142,151.0,4.584837,311000644,Fegulus,5-Moored,,Seatrade Reefer Chartering NV,Seatrade Groningen BV,Skuld,Nassau,Propeller : Fixed Pitch,,,,0.0,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:29:51.000Z""",1668184191.0,7-Cargo,11/03/1993,20.7,,POINT (4.584837 52.46142),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,81.0,8.0,16.0,,,0-AllShips,,346.3,,,A,,4.2,8311300.0,,,,128.0,0.0,PUSAN,24.633652,99.0,118.67047,412331486,Lurongyuanyuyun009,0-Underway(Engine),,,,,,,,,,0.0,,,,"""2022-11-11T16:26:56.000Z""",1668184016.0,30-Fishing,,,,POINT (118.67047 24.633652),209.0,8486.0,Chinese Exclusive Economic Zone,8603.0,200NM,8603.0,China,CHN,China,0.0,0.0,,,,0.0,0.0,,,,118.1457,27.73853,8486.0,963556.0,CHN,,,156.0,,,156.0,,
12,45.0,7.0,15.0,,9LU2026,0-AllShips,,0.0,,,Sekupamg Batam,,2.6,10051130.0,,,,0.0,9336476.0,PULAU SAMBU,1.113467,57.0,103.93753,667001223,Kelanis Express,5-Moored,,,,,,,,,,0.0,,,,"""2020-10-17T02:55:15.000Z""",1602903315.0,7-Cargo,,,,POINT (103.93753 1.113467),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,81.0,8.0,16.0,,3FHN6,0-AllShips,,38.0,,,Ctg,,5.2,6301000.0,,,,38.0,8421298.0,TARAWA ATOLL,22.445897,108.0,91.709005,372387000,Hua Jian 107,0-Underway(Engine),,,,,,,,,,14.1,,,,"""2021-07-10T07:09:42.000Z""",1625900982.0,7-Cargo,,,,POINT (91.709005 22.445897),188.0,8481.0,Bangladeshi Exclusive Economic Zone,2142.0,200NM,2142.0,Bangladesh,BGD,Bangladesh,0.0,0.0,,,,0.0,0.0,,,,90.56153,20.47561,8481.0,112166.0,BGD,,,50.0,,,50.0,,
14,118.0,14.0,21.0,Shin Kurushima Onishi,3EMD9,0-AllShips,,172.8,China,9683.0,Zhou_shan,8.125,8.1,10211600.0,,Panama,8818.0,164.0,8911102.0,PUSAN,30.159805,144.0,122.270123,356155000,Triton Reefer,1-AtAnchor,52358PEXT,Wei Fong Shipping Co Ltd,Wei Fong Shipping Co Ltd,Unknown,Panama,Propeller : Fixed Pitch,,,,0.0,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:37:18.000Z""",1668184638.0,7-Cargo,02/10/1989,18.25,,POINT (122.270123 30.159805),209.0,8486.0,Chinese Exclusive Economic Zone,8603.0,200NM,8603.0,China,CHN,China,0.0,0.0,,,,0.0,0.0,,,,118.1457,27.73853,8486.0,963556.0,CHN,,,156.0,,,156.0,,
15,32.0,1.0,7.0,Mukai,JL5237,0-AllShips,,293.8,Japan,93.0,,3.0,0.0,0.0,,Japan,168.0,293.8,0.0,YAWATAHAMA,33.922632,43.0,131.034583,431501445,Koryu Maru No.28,15-NotDefined,128312,Koryu Suisan,  Unknown,Unknown,"Unzen, Nagasaki",Propeller : Fixed Pitch,,,,1.0,S,In Service/Commission,Fish Carrier,"""2021-06-09T21:07:29.000Z""",1623272849.0,30-Fishing,10/09/1985,11.75,SH,POINT (131.034583 33.922632),224.0,8487.0,Japanese Exclusive Economic Zone,2121.0,200NM,2121.0,Japan,JPN,Japan,0.0,0.0,,,,0.0,0.0,,,,138.44863,29.55656,8487.0,4066513.0,JPN,,,392.0,,,392.0,,
16,88.0,6.0,18.0,61 Kommunara,UBIH4,0-AllShips,Russian Maritime Register,-1.0,Russia,5250.0,Vvo,6.48,6.8,11081700.0,,Russia,6989.0,196.0,8826759.0,PETROPAVLOVSK,43.101082,134.0,131.882837,273359920,Tavria,5-Moored,,Vostokflot OOO,Vostokflot OOO,Ingosstrakh Insurance,Vladivostok,Propeller : Fixed Pitch,,,,0.0,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:33:36.000Z""",1668184416.0,7-Cargo,,14.9,SH,POINT (131.882837 43.101082),273.0,5690.0,Russian Exclusive economic Zone,2240.0,200NM,2240.0,Russia,RUS,Russia,0.0,0.0,,,,0.0,0.0,,,,93.55011,71.3249,5690.0,7734809.0,RUS,,,643.0,,,643.0,,
17,10.0,8.0,16.0,Basaran,TCB2047,0-AllShips,,-1.0,Turkey,207.0,Izmir Cesme,,2.6,11140600.0,,Turkey,594.0,337.0,9089384.0,KABA BURNU,40.69784,42.0,29.462597,271056075,Akua Group 3,0-Underway(Engine),6572,Akua Group Su Urunleri AS,Akua Group Su Urunleri AS,Unknown,Istanbul,"Propeller : Yes, Type Unknown",,,,0.0,S,In Service/Commission,Fish Carrier,"""2022-06-23T07:11:52.000Z""",1655968312.0,30-Fishing,,0.0,SH,POINT (29.462597 40.69784),173.0,5697.0,Turkish Exclusive Economic Zone,2213.0,200NM,2213.0,Turkey,TUR,Turkey,0.0,0.0,,,,0.0,0.0,,,,33.2206,40.52224,5697.0,262233.0,TUR,,,792.0,,,792.0,,
18,0.5,0.5,1.0,,,Unknown,,235.8,,,,,0.0,0.0,,,,235.8,0.0,JAKARTA,-6.007195,1.0,105.864935,525800114,Km Fortuna Vii,15-NotDefined,,,,,,,,,,5.0,,,,"""2022-10-21T21:58:43.000Z""",1666389523.0,0-Unknown,,,,POINT (105.864935 -6.007195),263.0,8492.0,Indonesian Exclusive Economic Zone,2127.0,200NM,2127.0,Indonesia,IDN,Indonesia,0.0,0.0,,,,0.0,0.0,,,,117.89096,-3.30391,8492.0,6020917.0,IDN,,,360.0,,,360.0,,
19,53.0,9.0,13.0,Baltijos,UCBY,0-AllShips,Russian Maritime Register,111.8,Russia,1396.0,Ru_:vvo,4.39,4.2,10100200.0,,Russia,2392.0,240.0,9125920.0,VLADIVOSTOK,43.09225,85.0,131.896467,273818000,Diona,0-Underway(Engine),921096,NBSF JSC,NBSF JSC,Unknown,Vladivostok,Propeller : Fixed Pitch,427320123.0,UCBY,,0.0,S,In Service/Commission,Fish Factory Ship,"""2022-11-11T16:34:47.000Z""",1668184487.0,7-Cargo,04/04/1994,11.3,SH,POINT (131.896467 43.09225),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,83.0,11.0,18.0,Kvaerner Kleven Ulsteinvik AS,C6YS6,9-NoInfo,Det Norske Veritas,27.3,Norway,6000.0,Nlrtm,7.41,5.4,11131800.0,,Bahamas,5084.0,26.0,8819299.0,PORTO DE MUCURIPE,46.288947,109.0,-7.554785,311043800,Green Austevoll,0-Underway(Engine),8001808,GreenSea Chartering BVBA,Green Reefers,Hydor,Nassau                                ,Propeller : Controllable Pitch,,,,13.7,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:28:20.000Z""",1668184100.0,7-Cargo,02/09/1990,16.0,,POINT (-7.554785 46.288947),265.0,5677.0,French Exclusive Economic Zone,17.0,200NM,17.0,France,FRA,France,0.0,0.0,,,,0.0,0.0,,,,-1.96613,46.04212,5677.0,345240.0,FRA,,,250.0,,,250.0,,
21,63.0,11.0,13.0,Kurinoura Dockyard Co Ltd,H3YK,0-AllShips,Union Bureau of Shipping,229.1,Hong Kong,1753.0,Ningde,4.372,4.7,8231600.0,,Panama,1891.0,229.1,8819691.0,PUSAN,25.229383,83.0,119.716613,371031000,Qian Yuan,15-NotDefined,5291222,Ginsil Holding Group Ltd,Ginsil Holding Group Ltd,Unknown,Panama,Propeller : Fixed Pitch,,,,9.1,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-10-20T19:54:06.000Z""",1666295646.0,7-Cargo,,12.0,,POINT (119.716613 25.229383),209.0,8486.0,Chinese Exclusive Economic Zone,8603.0,200NM,8603.0,China,CHN,China,0.0,0.0,,,,0.0,0.0,,,,118.1457,27.73853,8486.0,963556.0,CHN,,,156.0,,,156.0,,
22,100.0,10.0,18.0,,BVEK,0-AllShips,,31.5,,,Zhan.jiang,,8.0,9171200.0,,,,31.0,0.0,,27.001072,128.0,120.550562,412455820,Jin Cheng Xing7,0-Underway(Engine),,,,,,,,,,7.4,,,,"""2021-07-04T13:55:55.000Z""",1625406955.0,7-Cargo,,,,POINT (120.550562 27.001072),209.0,8486.0,Chinese Exclusive Economic Zone,8603.0,200NM,8603.0,China,CHN,China,0.0,0.0,,,,0.0,0.0,,,,118.1457,27.73853,8486.0,963556.0,CHN,,,156.0,,,156.0,,
23,8.0,4.0,9.0,Parnica Stocznia Remontowa,LJMX3,0-AllShips,,238.0,United Kingdom,500.0,Troon,,4.0,11091800.0,,Norway (Nis),498.0,196.0,9174476.0,KYLE OF LOCHALSH,55.550223,42.0,-4.683887,259568000,Viking Saga,0-Underway(Engine),,Viking Atlantic AS,Aquaship UK Ltd,Hydor,Bergen                                ,Propeller : Fixed Pitch,,,,0.0,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:34:15.000Z""",1668184455.0,7-Cargo,27/05/1998,10.0,SH,POINT (-4.683887 55.550223),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,47.0,6.0,10.0,Watanabe Nagasaki,JD4127,0-AllShips,Flag authority,237.6,Japan,450.0,,4.008,0.0,0.0,,Japan,300.0,260.7,0.0,SAKAI KO,35.547837,68.0,133.240968,431008827,Kaikomaru No81,15-NotDefined,142852,Kyowa Suisan KK,Kyowa Suisan KK,Unknown,"Sakaiminato, Tottori","Propeller : Yes, Type Unknown",,,,0.0,S,In Service/Commission,Fishing Vessel,"""2022-11-02T05:31:53.000Z""",1667367113.0,30-Fishing,03/10/2016,0.0,SH,POINT (133.240968 35.547837),224.0,8487.0,Japanese Exclusive Economic Zone,2121.0,200NM,2121.0,Japan,JPN,Japan,0.0,0.0,,,,0.0,0.0,,,,138.44863,29.55656,8487.0,4066513.0,JPN,,,392.0,,,392.0,,
25,105.0,14.0,18.0,,A8UV6,0-AllShips,,16.6,,,Pago Pago,,5.6,12281300.0,,,,17.0,8807478.0,,36.21248,125.0,125.107443,636014565,Frio Hamburg,5-Moored,,,,,,,,,,10.9,,,,"""2022-05-28T09:30:28.000Z""",1653730228.0,7-Cargo,,,,POINT (125.107443 36.21248),240.0,8327.0,South Korean Exclusive Economic Zone,8600.0,200NM,8600.0,South Korea,KOR,South Korea,0.0,0.0,,,,0.0,0.0,,,,127.57712,35.74071,8327.0,347671.0,KOR,,,410.0,,,410.0,,
26,30.0,6.0,15.0,,LFGF,9-NoInfo,,70.2,,,Fishfarm Ch16,,7.0,8290000.0,,,,72.0,9828792.0,,62.987827,76.0,6.93301,257086024,Aqua Kvaloey,0-Underway(Engine),,,,,,,,,,10.5,,,,"""2021-05-23T20:38:39.000Z""",1621802319.0,7-Cargo,,,,POINT (6.93301 62.987827),272.0,5686.0,Norwegian Exclusive Economic Zone,2252.0,200NM,2252.0,Norway,NOR,Norway,0.0,0.0,,,,0.0,0.0,,,,14.05714,68.18893,5686.0,933027.0,NOR,,,578.0,,,578.0,,
27,50.0,6.0,10.0,Zvezda,UBBF9,0-AllShips,Russian Maritime Register,39.8,Russia,891.0,Ru Vvo,3.3,2.7,10161500.0,,Russia,993.0,39.8,9183037.0,BUKHTA VANINO,43.0403,63.0,131.869002,273334010,Kurilskoye Ozero,0-Underway(Engine),,Gorizont DV Co Ltd,Galeon JSC,Unknown,Petropavlovsk-Kamchatskiy,Propeller : Fixed Pitch,,,,0.0,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-08T03:56:45.000Z""",1667879805.0,7-Cargo,1996-00-00,11.0,,POINT (131.869002 43.0403),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,74.0,4.0,17.0,Kurinoura Dockyard Co Ltd,H3EQ,0-AllShips,Nippon Kaiji Kyokai,102.7,Japan,4218.0,Jp Smz,6.5,6.2,11301200.0,,Panama,3989.0,107.0,9620384.0,VALLETTA HARBORS,14.138288,99.0,53.969045,374888000,Genta Maru,0-Underway(Engine),5032919,Toei Reefer Line Ltd,Toei Reefer Line Ltd,Japan P&I Club,Panama,"Propeller : Yes, Type Unknown",,,,12.4,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-10T17:47:43.000Z""",1668102463.0,7-Cargo,04/08/2011,15.0,,POINT (53.969045 14.138288),184.0,8353.0,Yemeni Exclusive Economic Zone,2199.0,200NM,2199.0,Yemen,YEM,Yemen,0.0,0.0,,,,0.0,0.0,,,,52.06161,12.88906,8353.0,527384.0,YEM,,,887.0,,,887.0,,
29,0.0,0.0,22.0,Shikoku Dockyard,3EYJ5,0-AllShips,,104.4,China,10742.0,,9.067,0.0,2460.0,,Panama,10405.0,201.0,8921470.0,TARAWA ATOLL,30.052368,150.0,121.83787,351960000,Ming Hang 5,8-Underway(Sailing),49842PEXT,Minghang International-HKG,He R,Shipowners' Club,Panama,Propeller : Fixed Pitch,,,,0.0,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-10T02:00:14.000Z""",1668045614.0,7-Cargo,11/08/1990,20.0,,POINT (121.83787 30.052368),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,67.0,7.0,15.0,Marine Projects Ltd Sp z oo,LEAH,0-AllShips,Det Norske Veritas,239.1,Norway,5500.0,Info. Ch 16,6.864,8.0,3211234.0,,Norway,3579.0,238.0,9794965.0,BODO,66.230208,82.0,12.451482,258685000,Ro North,0-Underway(Engine),,Rostein AS,Rostein AS,Unknown,Aalesund,Propeller : Controllable Pitch,,,,8.7,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:38:51.000Z""",1668184731.0,9-Other,01/07/2016,13.0,SH,POINT (12.451482 66.230208),272.0,5686.0,Norwegian Exclusive Economic Zone,2252.0,200NM,2252.0,Norway,NOR,Norway,0.0,0.0,,,,0.0,0.0,,,,14.05714,68.18893,5686.0,933027.0,NOR,,,578.0,,,578.0,,
31,38.0,2.0,12.0,Celiktrans,CA5568,0-AllShips,,222.0,Norway,2559.0,Puerto Natales,5.7,6.5,11071100.0,,Chile,1471.0,314.0,9680918.0,PUERTO NATALES,-51.698208,59.0,-72.527575,725001543,Grip Pacific,1-AtAnchor,3404,Aquaship Service AS,Gripship AS,Unknown,Valparaiso,Propeller : Controllable Pitch,,,,0.0,S,In Service/Commission,Fish Carrier,"""2022-11-11T15:27:36.000Z""",1668180456.0,7-Cargo,23/01/2014,10.5,SH,POINT (-72.527575 -51.698208),10.0,8465.0,Chilean Exclusive Economic Zone,2165.0,200NM,2165.0,Chile,CHL,Chile,0.0,0.0,,,,0.0,0.0,,,,-75.62881,-40.98629,8465.0,2488052.0,CHL,,,152.0,,,152.0,,
32,161.0,20.0,24.0,Fincantieri Ancona,IBID,9-NoInfo,Registro Italiano Navale,266.8,Italy,16024.0,Rio Haina,8.76,7.3,11202000.0,,Italy,14868.0,267.0,9164768.0,PUERTO DE HAINA,35.860507,189.0,-11.12234,247585000,Cala Pula,8-Underway(Sailing),125,Cosiarma SpA,Fruttital Distribuzione Srl,Gard,Genoa,Propeller : Fixed Pitch,,,,18.3,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T14:28:20.000Z""",1668176900.0,7-Cargo,16/05/1999,21.5,,POINT (-11.12234 35.860507),104.0,5688.0,Portuguese Exclusive Economic Zone,2243.0,200NM,2243.0,Portugal,PRT,Portugal,0.0,0.0,,,,0.0,0.0,,,,-10.92284,38.31921,5688.0,315501.0,PRT,,,620.0,,,620.0,,
33,8.0,3.0,6.0,,WDH6884,0-AllShips,,233.9,,,,,0.0,0.0,,,,351.9,0.0,SELDOVIA,59.437367,18.0,-151.716342,366943880,Joann Marie,15-NotDefined,,,,,,,,,,0.1,,,,"""2022-11-11T16:35:39.000Z""",1668184539.0,30-Fishing,,,,POINT (-151.716342 59.437367),275.0,8463.0,United States Exclusive Economic Zone (Alaska),8684.0,200NM,2204.0,Alaska,,United States,0.0,0.0,,,,0.0,0.0,,,,-119.9766,59.0117,8463.0,3682912.0,USA,,,840.0,,,,,
34,16.0,3.0,7.0,Astrakhanskaya,,0-AllShips,Russian Maritime Register,13.9,Russia,70.0,Kerch,2.1,2.5,0.0,,Russia,190.0,139.6,9101340.0,KERCH,45.358308,32.0,36.479113,273397950,Takil,5-Moored,,Viktorovich KD,  Unknown,Unknown,Novorossiysk,Propeller : Fixed Pitch,,,,0.0,S,In Service/Commission,Fish Carrier,"""2022-11-11T11:49:20.000Z""",1668167360.0,30-Fishing,,10.2,SH,POINT (36.479113 45.358308),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,287.0,36.0,60.0,Imabari Shbldg - Saijo,9HA5579,0-AllShips,Det Norske Veritas,150.6,Japan,313164.0,Qa Asn,21.05,11.2,11151300.0,,Malta,160255.0,246.0,9876440.0,RAS  TANNURAH,23.876103,339.0,61.157915,229738000,Seaduchess,0-Underway(Engine),9876440,Navios Tankers Management Inc,Shoei Kisen KK,Standard Club,Valletta,Propeller : Fixed Pitch,,,,0.9,S,In Service/Commission,Crude Oil Tanker,"""2022-11-11T10:10:42.000Z""",1668161442.0,8-Tanker,26/10/2021,13.0,DH,POINT (61.157915 23.876103),162.0,8469.0,Iranian Exclusive Economic Zone,2126.0,200NM,2126.0,Iran,IRN,Iran,0.0,0.0,,,,0.0,0.0,,,,53.8854,29.78242,8469.0,215332.0,IRN,,,364.0,,,364.0,,
36,0.0,0.0,0.0,,,0-AllShips,,0.0,,,,,0.0,0.0,,,,0.0,0.0,TANJUNG BALAI KARIMUN,0.992933,0.0,103.421453,525209465,Tirta Jaya Baru-98,15-NotDefined,,,,,,,,,,0.0,,,,"""2022-06-04T16:25:33.000Z""",1654359933.0,7-Cargo,,,,POINT (103.421453 0.992933),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,89.0,8.0,16.0,,3FIX7,0-AllShips,,-1.0,,,Chittagong,,5.0,9251530.0,,,,-1.0,9012173.0,KAO-HSIUNG,22.456422,113.0,91.720787,353585000,Get Luck,6-Aground,,,,,,,,,,0.8,,,,"""2021-09-25T20:54:43.000Z""",1632603283.0,8-Tanker,,,,POINT (91.720787 22.456422),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,40.0,0.0,0.0,Nagasaki,JM5808,0-AllShips,,240.3,Japan,,,3.9,0.0,0.0,,Japan,295.0,5.7,0.0,KARATSU,33.361767,50.0,129.435015,431601121,Genpukumaru No.67,15-NotDefined,130438,Toyo Gyogyo KK-Tokyo,Toyo Gyogyo KK-Tokyo,Unknown,"Hirado, Nagasaki",Propeller : Fixed Pitch,,,,0.0,S,In Service/Commission,Fishing Vessel,"""2022-04-01T23:19:31.000Z""",1648855171.0,30-Fishing,29/09/1988,0.0,SH,POINT (129.435015 33.361767),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,34.0,6.0,11.0,Murakami Ishinomaki,UCDP,0-AllShips,Russian Maritime Register,12.1,Russia,534.0,Ome,4.95,6.2,11070100.0,,Russia,1061.0,356.0,8708139.0,MOMBETU KO,53.95544,68.0,154.886053,273376120,Moneron,0-Underway(Engine),,Moneron-Yuzhno-Sakhalinsk,Moneron-Yuzhno-Sakhalinsk,Unknown,Nevelsk,Propeller : Controllable Pitch,,,,2.2,S,In Service/Commission,Fish Carrier,"""2022-11-11T07:53:50.000Z""",1668153230.0,30-Fishing,25/10/1987,14.5,SH,POINT (154.886053 53.95544),273.0,5690.0,Russian Exclusive economic Zone,2240.0,200NM,2240.0,Russia,RUS,Russia,0.0,0.0,,,,0.0,0.0,,,,93.55011,71.3249,5690.0,7734809.0,RUS,,,643.0,,,643.0,,
